Station Name,Date/Time (LST),Year,Month,Day,Hour,Temperature,Dew Point Temperature,Wind_Speed,Precipitation,Station Pressure,Humidity,Windchill
TORONTO INTL A,2018-01-19 12:00:00,2018,1,19,12,-1.0,-7.4,31,,99.11,62.0,-8.0
TORONTO INTL A,2018-01-19 13:00:00,2018,1,19,13,0.4,-6.6,23,,98.97,60.0,
TORONTO INTL A,2018-01-19 14:00:00,2018,1,19,14,1.1,-6.1,21,,98.88,59.0,
TORONTO INTL A,2018-01-19 15:00:00,2018,1,19,15,1.1,-6.0,25,,98.86,59.0,
TORONTO INTL A,2018-01-19 16:00:00,2018,1,19,16,0.7,-5.7,18,,98.81,62.0,
TORONTO INTL A,2018-01-19 17:00:00,2018,1,19,17,0.6,-5.6,23,,98.81,63.0,
TORONTO INTL A,2018-01-19 18:00:00,2018,1,19,18,-0.2,-6.3,21,,98.77,64.0,-6.0
TORONTO INTL A,2018-01-19 19:00:00,2018,1,19,19,0.1,-6.4,25,,98.75,62.0,
TORONTO INTL A,2018-01-19 20:00:00,2018,1,19,20,0.7,-6.4,23,,98.7,59.0,
TORONTO INTL A,2018-01-19 21:00:00,2018,1,19,21,1.3,-6.2,33,,98.54,57.0,
TORONTO INTL A,2018-01-19 22:00:00,2018,1,19,22,1.9,-6.0,28,,98.46,56.0,
TORONTO INTL A,2018-01-19 23:00:00,2018,1,19,23,1.8,-5.8,33,,98.39,57.0,
TORONTO INTL A,2018-01-20 00:00:00,2018,1,20,0,1.6,-5.6,30,,98.38,59.0,
TORONTO INTL A,2018-01-20 01:00:00,2018,1,20,1,1.4,-5.3,26,,98.35,61.0,
TORONTO INTL A,2018-01-20 02:00:00,2018,1,20,2,1.3,-5.0,22,,98.33,63.0,
TORONTO INTL A,2018-01-20 03:00:00,2018,1,20,3,1.3,-4.7,26,,98.35,64.0,
TORONTO INTL A,2018-01-20 04:00:00,2018,1,20,4,1.2,-4.5,15,,98.44,66.0,
TORONTO INTL A,2018-01-20 05:00:00,2018,1,20,5,1.3,-4.2,22,,98.47,66.0,
TORONTO INTL A,2018-01-20 06:00:00,2018,1,20,6,1.6,-4.3,19,,98.54,65.0,
TORONTO INTL A,2018-01-20 07:00:00,2018,1,20,7,1.4,-4.0,20,,98.65,67.0,
TORONTO INTL A,2018-01-20 08:00:00,2018,1,20,8,1.3,-3.8,17,,98.76,69.0,
TORONTO INTL A,2018-01-20 09:00:00,2018,1,20,9,1.7,-3.6,22,,98.84,68.0,
TORONTO INTL A,2018-01-20 10:00:00,2018,1,20,10,1.9,-3.1,19,,98.94,69.0,
TORONTO INTL A,2018-01-20 11:00:00,2018,1,20,11,2.7,-2.8,20,,99.02,67.0,
TORONTO INTL A,2018-01-20 12:00:00,2018,1,20,12,4.5,-1.8,18,,99.01,63.0,
TORONTO INTL A,2018-01-20 13:00:00,2018,1,20,13,4.2,-2.0,26,,98.99,64.0,
TORONTO INTL A,2018-01-20 14:00:00,2018,1,20,14,4.5,-1.7,20,,99.0,64.0,
TORONTO INTL A,2018-01-20 15:00:00,2018,1,20,15,5.9,-0.9,21,,99.08,62.0,
TORONTO INTL A,2018-01-20 16:00:00,2018,1,20,16,4.6,-1.6,17,,99.18,64.0,
TORONTO INTL A,2018-01-20 17:00:00,2018,1,20,17,3.2,-2.1,8,,99.3,68.0,
TORONTO INTL A,2018-01-20 18:00:00,2018,1,20,18,2.6,-1.6,13,,99.38,74.0,
TORONTO INTL A,2018-01-20 19:00:00,2018,1,20,19,1.6,-2.2,9,,99.42,76.0,
TORONTO INTL A,2018-01-20 20:00:00,2018,1,20,20,1.6,-2.2,5,,99.5,76.0,
TORONTO INTL A,2018-01-20 21:00:00,2018,1,20,21,0.6,-3.1,10,,99.53,76.0,
TORONTO INTL A,2018-01-20 22:00:00,2018,1,20,22,0.5,-2.7,5,,99.54,79.0,
TORONTO INTL A,2018-01-20 23:00:00,2018,1,20,23,0.4,-2.6,4,,99.56,80.0,
TORONTO INTL A,2018-01-21 00:00:00,2018,1,21,0,-0.2,-2.9,8,,99.66,82.0,-3.0
TORONTO INTL A,2018-01-21 01:00:00,2018,1,21,1,0.0,-2.6,0,,99.62,82.0,
TORONTO INTL A,2018-01-21 02:00:00,2018,1,21,2,0.0,-2.6,7,,99.67,83.0,-2.0
TORONTO INTL A,2018-01-21 03:00:00,2018,1,21,3,-0.9,-3.4,6,,99.72,83.0,-3.0
TORONTO INTL A,2018-01-21 04:00:00,2018,1,21,4,-0.8,-3.2,7,,99.71,84.0,-3.0
TORONTO INTL A,2018-01-21 05:00:00,2018,1,21,5,-1.7,-3.8,8,,99.74,86.0,-5.0
TORONTO INTL A,2018-01-21 06:00:00,2018,1,21,6,-1.4,-3.2,4,,99.77,87.0,-3.0
TORONTO INTL A,2018-01-21 07:00:00,2018,1,21,7,-1.4,-3.2,5,,99.8,87.0,-3.0
TORONTO INTL A,2018-01-21 08:00:00,2018,1,21,8,-1.4,-3.3,0,,99.84,87.0,
TORONTO INTL A,2018-01-21 09:00:00,2018,1,21,9,-0.2,-2.1,3,,99.83,87.0,-1.0
TORONTO INTL A,2018-01-21 10:00:00,2018,1,21,10,1.0,-1.4,0,,99.83,84.0,
TORONTO INTL A,2018-01-21 11:00:00,2018,1,21,11,2.7,-0.8,4,,99.85,78.0,
TORONTO INTL A,2018-01-21 12:00:00,2018,1,21,12,3.7,-0.7,11,,99.77,73.0,
TORONTO INTL A,2018-01-21 13:00:00,2018,1,21,13,3.0,-0.6,18,,99.73,77.0,
TORONTO INTL A,2018-01-21 14:00:00,2018,1,21,14,3.5,0.4,17,,99.66,80.0,
TORONTO INTL A,2018-01-21 15:00:00,2018,1,21,15,3.7,0.2,13,,99.68,78.0,
TORONTO INTL A,2018-01-21 16:00:00,2018,1,21,16,2.9,0.1,8,,99.71,82.0,
TORONTO INTL A,2018-01-21 17:00:00,2018,1,21,17,2.6,0.0,8,,99.73,83.0,
TORONTO INTL A,2018-01-21 18:00:00,2018,1,21,18,2.2,-0.1,10,,99.76,85.0,
TORONTO INTL A,2018-01-21 19:00:00,2018,1,21,19,2.2,0.4,9,,99.76,88.0,
TORONTO INTL A,2018-01-21 20:00:00,2018,1,21,20,2.2,0.8,7,,99.75,91.0,
TORONTO INTL A,2018-01-01 00:00:00,2018,1,1,0,-19.5,-24.1,9,,100.89,67.0,-26.0
TORONTO INTL A,2018-01-01 01:00:00,2018,1,1,1,-21.7,-25.7,12,,100.9,71.0,-30.0
TORONTO INTL A,2018-01-01 02:00:00,2018,1,1,2,-19.3,-23.0,9,,100.89,73.0,-26.0
TORONTO INTL A,2018-01-01 03:00:00,2018,1,1,3,-20.3,-23.9,4,,100.88,73.0,-24.0
TORONTO INTL A,2018-01-01 04:00:00,2018,1,1,4,-19.9,-23.2,4,,100.83,75.0,-23.0
TORONTO INTL A,2018-01-01 05:00:00,2018,1,1,5,-18.7,-22.0,0,,100.79,76.0,
TORONTO INTL A,2018-01-01 06:00:00,2018,1,1,6,-17.5,-21.0,5,,100.72,75.0,-21.0
TORONTO INTL A,2018-01-01 07:00:00,2018,1,1,7,-17.4,-20.8,5,,100.68,75.0,-21.0
TORONTO INTL A,2018-01-01 08:00:00,2018,1,1,8,-18.5,-21.6,12,,100.64,77.0,-26.0
TORONTO INTL A,2018-01-01 09:00:00,2018,1,1,9,-14.9,-18.1,21,,100.59,76.0,-24.0
TORONTO INTL A,2018-01-01 10:00:00,2018,1,1,10,-12.8,-16.8,27,,100.59,72.0,-23.0
TORONTO INTL A,2018-01-01 11:00:00,2018,1,1,11,-11.4,-16.3,32,,100.56,67.0,-22.0
TORONTO INTL A,2018-01-01 12:00:00,2018,1,1,12,-10.0,-15.8,37,,100.46,63.0,-20.0
TORONTO INTL A,2018-01-01 13:00:00,2018,1,1,13,-9.7,-15.6,28,,100.39,62.0,-19.0
TORONTO INTL A,2018-01-01 14:00:00,2018,1,1,14,-8.7,-15.0,35,,100.36,61.0,-18.0
TORONTO INTL A,2018-01-01 15:00:00,2018,1,1,15,-10.3,-14.9,33,,100.43,69.0,-20.0
TORONTO INTL A,2018-01-01 16:00:00,2018,1,1,16,-10.6,-17.6,26,,100.49,57.0,-20.0
TORONTO INTL A,2018-01-01 17:00:00,2018,1,1,17,-11.4,-17.8,28,,100.53,59.0,-21.0
TORONTO INTL A,2018-01-01 18:00:00,2018,1,1,18,-12.3,-19.0,29,,100.63,58.0,-22.0
TORONTO INTL A,2018-01-01 19:00:00,2018,1,1,19,-13.2,-19.4,29,,100.69,60.0,-24.0
TORONTO INTL A,2018-01-01 20:00:00,2018,1,1,20,-13.9,-19.7,21,,100.74,62.0,-23.0
TORONTO INTL A,2018-01-01 21:00:00,2018,1,1,21,-14.4,-19.8,21,,100.75,64.0,-24.0
TORONTO INTL A,2018-01-01 22:00:00,2018,1,1,22,-13.9,-19.2,22,,100.75,65.0,-23.0
TORONTO INTL A,2018-01-01 23:00:00,2018,1,1,23,-12.3,-17.8,17,,100.75,64.0,-20.0
TORONTO INTL A,2018-01-02 00:00:00,2018,1,2,0,-11.7,-16.9,10,,100.73,66.0,-17.0
TORONTO INTL A,2018-01-02 01:00:00,2018,1,2,1,-11.3,-16.0,14,,100.68,68.0,-18.0
TORONTO INTL A,2018-01-02 02:00:00,2018,1,2,2,-11.6,-15.6,11,,100.66,73.0,-18.0
TORONTO INTL A,2018-01-02 03:00:00,2018,1,2,3,-11.2,-14.4,10,,100.66,78.0,-17.0
TORONTO INTL A,2018-01-02 04:00:00,2018,1,2,4,-11.3,-14.2,11,,100.61,79.0,-17.0
TORONTO INTL A,2018-01-02 05:00:00,2018,1,2,5,-10.1,-12.9,22,,100.57,80.0,-18.0
TORONTO INTL A,2018-01-02 06:00:00,2018,1,2,6,-9.7,-13.0,36,,100.54,77.0,-20.0
TORONTO INTL A,2018-01-02 07:00:00,2018,1,2,7,-10.5,-13.9,31,,100.52,76.0,-20.0
TORONTO INTL A,2018-01-02 08:00:00,2018,1,2,8,-10.9,-14.4,37,,100.49,76.0,-22.0
TORONTO INTL A,2018-01-02 09:00:00,2018,1,2,9,-11.8,-15.4,28,,100.45,75.0,-22.0
TORONTO INTL A,2018-01-02 10:00:00,2018,1,2,10,-11.3,-15.2,22,,100.37,73.0,-20.0
TORONTO INTL A,2018-01-02 11:00:00,2018,1,2,11,-10.4,-14.7,27,,100.32,71.0,-20.0
TORONTO INTL A,2018-01-02 12:00:00,2018,1,2,12,-9.7,-14.3,29,,100.23,70.0,-19.0
TORONTO INTL A,2018-01-02 13:00:00,2018,1,2,13,-8.7,-13.5,37,,100.11,69.0,-19.0
TORONTO INTL A,2018-01-02 14:00:00,2018,1,2,14,-8.2,-13.2,36,,100.04,67.0,-18.0
TORONTO INTL A,2018-01-02 15:00:00,2018,1,2,15,-8.2,-13.1,39,,100.01,68.0,-18.0
TORONTO INTL A,2018-01-02 16:00:00,2018,1,2,16,-8.4,-13.3,34,,100.05,68.0,-18.0
TORONTO INTL A,2018-01-02 17:00:00,2018,1,2,17,-9.1,-14.1,26,,100.05,67.0,-18.0
TORONTO INTL A,2018-01-02 18:00:00,2018,1,2,18,-10.7,-15.3,22,,100.11,70.0,-19.0
TORONTO INTL A,2018-01-02 19:00:00,2018,1,2,19,-10.9,-15.4,18,,100.09,70.0,-19.0
TORONTO INTL A,2018-01-02 20:00:00,2018,1,2,20,-11.2,-15.9,23,,100.03,68.0,-20.0
TORONTO INTL A,2018-01-02 21:00:00,2018,1,2,21,-12.0,-16.9,15,,99.95,67.0,-19.0
TORONTO INTL A,2018-01-02 22:00:00,2018,1,2,22,-12.1,-17.0,26,,99.88,67.0,-22.0
TORONTO INTL A,2018-01-02 23:00:00,2018,1,2,23,-12.3,-17.2,39,,99.85,67.0,-24.0
TORONTO INTL A,2018-01-03 00:00:00,2018,1,3,0,-12.9,-18.6,38,,99.89,63.0,-24.0
TORONTO INTL A,2018-01-03 01:00:00,2018,1,3,1,-13.1,-19.6,27,,99.88,58.0,-23.0
TORONTO INTL A,2018-01-03 02:00:00,2018,1,3,2,-13.4,-20.2,29,,99.86,57.0,-24.0
TORONTO INTL A,2018-01-03 03:00:00,2018,1,3,3,-13.1,-20.6,27,,99.83,54.0,-23.0
TORONTO INTL A,2018-01-03 04:00:00,2018,1,3,4,-12.0,-20.4,31,,99.78,50.0,-22.0
TORONTO INTL A,2018-01-03 05:00:00,2018,1,3,5,-11.3,-20.1,22,,99.78,49.0,-20.0
TORONTO INTL A,2018-01-03 06:00:00,2018,1,3,6,-11.2,-21.0,28,,99.75,45.0,-21.0
TORONTO INTL A,2018-01-03 07:00:00,2018,1,3,7,-11.0,-21.0,25,,99.73,44.0,-20.0
TORONTO INTL A,2018-01-03 08:00:00,2018,1,3,8,-11.6,-19.6,21,,99.74,52.0,-20.0
TORONTO INTL A,2018-01-03 09:00:00,2018,1,3,9,-10.7,-19.6,14,,99.69,48.0,-17.0
TORONTO INTL A,2018-01-03 10:00:00,2018,1,3,10,-9.1,-18.0,10,,99.66,49.0,-14.0
TORONTO INTL A,2018-01-03 11:00:00,2018,1,3,11,-8.6,-15.1,23,,99.61,60.0,-17.0
TORONTO INTL A,2018-01-03 12:00:00,2018,1,3,12,-7.2,-14.0,29,,99.48,59.0,-16.0
TORONTO INTL A,2018-01-03 13:00:00,2018,1,3,13,-6.9,-13.7,24,,99.38,59.0,-15.0
TORONTO INTL A,2018-01-03 14:00:00,2018,1,3,14,-6.5,-12.7,22,,99.28,62.0,-14.0
TORONTO INTL A,2018-01-03 15:00:00,2018,1,3,15,-6.8,-11.8,21,,99.24,68.0,-14.0
TORONTO INTL A,2018-01-03 16:00:00,2018,1,3,16,-7.0,-11.4,21,,99.25,71.0,-14.0
TORONTO INTL A,2018-01-03 17:00:00,2018,1,3,17,-7.0,-10.6,17,,99.27,75.0,-13.0
TORONTO INTL A,2018-01-03 18:00:00,2018,1,3,18,-7.5,-12.2,26,,99.34,69.0,-16.0
TORONTO INTL A,2018-01-03 19:00:00,2018,1,3,19,-7.9,-12.4,23,,99.39,71.0,-16.0
TORONTO INTL A,2018-01-03 20:00:00,2018,1,3,20,-8.8,-12.9,24,,99.41,73.0,-17.0
TORONTO INTL A,2018-01-03 21:00:00,2018,1,3,21,-9.2,-13.1,25,,99.37,73.0,-18.0
TORONTO INTL A,2018-01-03 22:00:00,2018,1,3,22,-9.4,-13.7,19,,99.32,71.0,-17.0
TORONTO INTL A,2018-01-03 23:00:00,2018,1,3,23,-9.5,-13.7,13,,99.26,72.0,-16.0
TORONTO INTL A,2018-01-04 00:00:00,2018,1,4,0,-9.2,-13.4,10,,99.32,71.0,-14.0
TORONTO INTL A,2018-01-04 01:00:00,2018,1,4,1,-9.2,-13.5,8,,99.27,71.0,-14.0
TORONTO INTL A,2018-01-04 02:00:00,2018,1,4,2,-9.2,-13.1,14,,99.28,73.0,-16.0
TORONTO INTL A,2018-01-04 03:00:00,2018,1,4,3,-9.2,-13.1,12,,99.26,74.0,-15.0
TORONTO INTL A,2018-01-04 04:00:00,2018,1,4,4,-9.6,-13.2,14,,99.18,75.0,-16.0
TORONTO INTL A,2018-01-04 05:00:00,2018,1,4,5,-9.8,-13.3,15,,99.18,76.0,-16.0
TORONTO INTL A,2018-01-04 06:00:00,2018,1,4,6,-10.1,-14.6,26,,99.25,70.0,-19.0
TORONTO INTL A,2018-01-04 07:00:00,2018,1,4,7,-11.3,-16.5,19,,99.25,66.0,-19.0
TORONTO INTL A,2018-01-04 08:00:00,2018,1,4,8,-12.4,-17.7,26,,99.25,65.0,-22.0
TORONTO INTL A,2018-01-04 09:00:00,2018,1,4,9,-12.9,-18.0,32,,99.17,66.0,-24.0
TORONTO INTL A,2018-01-04 10:00:00,2018,1,4,10,-11.5,-17.0,33,,99.1,64.0,-22.0
TORONTO INTL A,2018-01-04 11:00:00,2018,1,4,11,-10.9,-18.2,41,,99.14,55.0,-22.0
TORONTO INTL A,2018-01-04 12:00:00,2018,1,4,12,-11.3,-17.9,33,,99.18,58.0,-22.0
TORONTO INTL A,2018-01-04 13:00:00,2018,1,4,13,-11.6,-18.8,38,,99.13,56.0,-23.0
TORONTO INTL A,2018-01-04 14:00:00,2018,1,4,14,-11.7,-19.1,40,,99.08,55.0,-23.0
TORONTO INTL A,2018-01-04 15:00:00,2018,1,4,15,-11.9,-19.2,38,,99.07,55.0,-23.0
TORONTO INTL A,2018-01-04 16:00:00,2018,1,4,16,-12.6,-19.2,28,,99.1,58.0,-23.0
TORONTO INTL A,2018-01-04 17:00:00,2018,1,4,17,-13.9,-20.3,42,,99.11,59.0,-26.0
TORONTO INTL A,2018-01-04 18:00:00,2018,1,4,18,-14.9,-20.9,36,,99.12,60.0,-27.0
TORONTO INTL A,2018-01-04 19:00:00,2018,1,4,19,-15.2,-20.9,28,,99.15,62.0,-26.0
TORONTO INTL A,2018-01-04 20:00:00,2018,1,4,20,-17.4,-22.3,34,,99.21,66.0,-30.0
TORONTO INTL A,2018-01-04 21:00:00,2018,1,4,21,-18.1,-23.2,35,,99.23,65.0,-31.0
TORONTO INTL A,2018-01-04 22:00:00,2018,1,4,22,-18.9,-24.1,24,,99.25,64.0,-30.0
TORONTO INTL A,2018-01-04 23:00:00,2018,1,4,23,-19.5,-24.8,31,,99.26,64.0,-32.0
TORONTO INTL A,2018-01-05 00:00:00,2018,1,5,0,-20.1,-25.3,26,,99.26,64.0,-32.0
TORONTO INTL A,2018-01-05 01:00:00,2018,1,5,1,-20.5,-25.6,29,,99.27,65.0,-33.0
TORONTO INTL A,2018-01-05 02:00:00,2018,1,5,2,-21.2,-26.0,32,,99.31,66.0,-34.0
TORONTO INTL A,2018-01-05 03:00:00,2018,1,5,3,-21.6,-26.4,28,,99.39,66.0,-34.0
TORONTO INTL A,2018-01-05 04:00:00,2018,1,5,4,-21.9,-26.7,23,,99.41,66.0,-34.0
TORONTO INTL A,2018-01-05 05:00:00,2018,1,5,5,-21.6,-26.3,27,,99.43,66.0,-34.0
TORONTO INTL A,2018-01-05 06:00:00,2018,1,5,6,-23.0,,35,,99.46,,-37.0
TORONTO INTL A,2018-01-05 07:00:00,2018,1,5,7,-22.0,-26.7,21,,99.53,66.0,-33.0
TORONTO INTL A,2018-01-05 08:00:00,2018,1,5,8,-21.9,-26.6,18,,99.58,67.0,-32.0
TORONTO INTL A,2018-01-05 09:00:00,2018,1,5,9,-21.2,-26.2,21,,99.65,65.0,-32.0
TORONTO INTL A,2018-01-05 10:00:00,2018,1,5,10,-20.4,-25.6,19,,99.7,64.0,-31.0
TORONTO INTL A,2018-01-05 11:00:00,2018,1,5,11,-19.0,-24.7,22,,99.73,62.0,-30.0
TORONTO INTL A,2018-01-05 12:00:00,2018,1,5,12,-18.3,-24.4,20,,99.74,59.0,-28.0
TORONTO INTL A,2018-01-05 13:00:00,2018,1,5,13,-17.5,-23.4,19,,99.71,60.0,-27.0
TORONTO INTL A,2018-01-05 14:00:00,2018,1,5,14,-16.5,-21.5,11,,99.7,66.0,-23.0
TORONTO INTL A,2018-01-05 15:00:00,2018,1,5,15,-15.2,-22.9,40,,99.73,52.0,-28.0
TORONTO INTL A,2018-01-05 16:00:00,2018,1,5,16,-15.9,-24.7,39,,99.81,48.0,-29.0
TORONTO INTL A,2018-01-05 17:00:00,2018,1,5,17,-16.9,-25.6,32,,99.85,48.0,-29.0
TORONTO INTL A,2018-01-05 18:00:00,2018,1,5,18,-17.7,-25.7,31,,99.89,51.0,-30.0
TORONTO INTL A,2018-01-05 19:00:00,2018,1,5,19,-17.4,-25.5,37,,99.91,50.0,-30.0
TORONTO INTL A,2018-01-05 20:00:00,2018,1,5,20,-17.2,-25.6,31,,99.94,49.0,-29.0
TORONTO INTL A,2018-01-05 21:00:00,2018,1,5,21,-18.4,-25.8,25,,99.96,53.0,-30.0
TORONTO INTL A,2018-01-05 22:00:00,2018,1,5,22,-19.3,-25.8,24,,99.97,57.0,-31.0
TORONTO INTL A,2018-01-05 23:00:00,2018,1,5,23,-19.1,-25.4,25,,100.03,58.0,-30.0
TORONTO INTL A,2018-01-06 00:00:00,2018,1,6,0,-20.2,-25.7,22,,100.09,62.0,-31.0
TORONTO INTL A,2018-01-06 01:00:00,2018,1,6,1,-21.0,-26.1,16,,100.16,64.0,-31.0
TORONTO INTL A,2018-01-06 02:00:00,2018,1,6,2,-21.8,-26.7,17,,100.25,65.0,-32.0
TORONTO INTL A,2018-01-06 03:00:00,2018,1,6,3,-22.3,-27.7,9,,100.35,62.0,-29.0
TORONTO INTL A,2018-01-06 04:00:00,2018,1,6,4,-22.2,-26.9,9,,100.41,66.0,-29.0
TORONTO INTL A,2018-01-06 05:00:00,2018,1,6,5,-22.4,-27.3,9,,100.48,65.0,-30.0
TORONTO INTL A,2018-01-06 06:00:00,2018,1,6,6,-22.9,-28.0,9,,100.54,64.0,-30.0
TORONTO INTL A,2018-01-06 07:00:00,2018,1,6,7,-21.5,-27.0,9,,100.61,62.0,-29.0
TORONTO INTL A,2018-01-06 08:00:00,2018,1,6,8,-21.5,-26.4,9,,100.68,65.0,-29.0
TORONTO INTL A,2018-01-06 09:00:00,2018,1,6,9,-20.4,-25.4,17,,100.79,65.0,-30.0
TORONTO INTL A,2018-01-06 10:00:00,2018,1,6,10,-21.4,-26.9,17,,100.87,62.0,-31.0
TORONTO INTL A,2018-01-06 11:00:00,2018,1,6,11,-20.0,-26.1,9,,100.93,59.0,-27.0
TORONTO INTL A,2018-01-06 12:00:00,2018,1,6,12,-17.5,-24.9,9,,100.93,53.0,-24.0
TORONTO INTL A,2018-01-06 13:00:00,2018,1,6,13,-17.9,-24.6,9,,100.92,56.0,-24.0
TORONTO INTL A,2018-01-06 14:00:00,2018,1,6,14,-17.2,-24.6,13,,100.93,53.0,-25.0
TORONTO INTL A,2018-01-06 15:00:00,2018,1,6,15,-16.8,-24.4,7,,101.0,52.0,-22.0
TORONTO INTL A,2018-01-06 16:00:00,2018,1,6,16,-16.4,-23.8,8,,101.07,53.0,-22.0
TORONTO INTL A,2018-01-06 17:00:00,2018,1,6,17,-16.4,-24.4,17,,101.13,51.0,-25.0
TORONTO INTL A,2018-01-06 18:00:00,2018,1,6,18,-17.1,-25.0,18,,101.16,51.0,-26.0
TORONTO INTL A,2018-01-06 19:00:00,2018,1,6,19,-18.0,-25.5,17,,101.19,52.0,-27.0
TORONTO INTL A,2018-01-06 20:00:00,2018,1,6,20,-17.9,-24.6,18,,101.23,57.0,-27.0
TORONTO INTL A,2018-01-06 21:00:00,2018,1,6,21,-18.3,-24.3,12,,101.27,60.0,-26.0
TORONTO INTL A,2018-01-06 22:00:00,2018,1,6,22,-19.4,-24.8,9,,101.25,63.0,-26.0
TORONTO INTL A,2018-01-06 23:00:00,2018,1,6,23,-19.8,-24.7,9,,101.26,66.0,-27.0
TORONTO INTL A,2018-01-07 00:00:00,2018,1,7,0,-20.5,-24.9,9,,101.23,68.0,-27.0
TORONTO INTL A,2018-01-07 01:00:00,2018,1,7,1,-20.6,-24.9,7,,101.2,69.0,-26.0
TORONTO INTL A,2018-01-07 02:00:00,2018,1,7,2,-18.6,-22.7,8,,101.14,71.0,-25.0
TORONTO INTL A,2018-01-07 03:00:00,2018,1,7,3,-19.1,-23.2,4,,101.11,71.0,-22.0
TORONTO INTL A,2018-01-07 04:00:00,2018,1,7,4,-18.1,-22.1,7,,101.08,71.0,-23.0
TORONTO INTL A,2018-01-07 05:00:00,2018,1,7,5,-18.0,-22.1,8,,101.05,71.0,-24.0
TORONTO INTL A,2018-01-07 06:00:00,2018,1,7,6,-17.5,-22.1,11,,101.05,68.0,-25.0
TORONTO INTL A,2018-01-07 07:00:00,2018,1,7,7,-16.5,-21.4,14,,101.04,66.0,-24.0
TORONTO INTL A,2018-01-07 08:00:00,2018,1,7,8,-15.5,-20.9,9,,100.95,64.0,-21.0
TORONTO INTL A,2018-01-07 09:00:00,2018,1,7,9,-14.5,-20.0,15,,100.85,63.0,-22.0
TORONTO INTL A,2018-01-07 10:00:00,2018,1,7,10,-12.2,-17.4,22,,100.75,66.0,-21.0
TORONTO INTL A,2018-01-07 11:00:00,2018,1,7,11,-11.3,-17.3,27,,100.7,62.0,-21.0
TORONTO INTL A,2018-01-07 12:00:00,2018,1,7,12,-10.8,-17.5,21,,100.51,58.0,-19.0
TORONTO INTL A,2018-01-07 13:00:00,2018,1,7,13,-10.4,-17.5,29,,100.28,56.0,-20.0
TORONTO INTL A,2018-01-07 14:00:00,2018,1,7,14,-10.0,-17.4,27,,100.15,55.0,-19.0
TORONTO INTL A,2018-01-07 15:00:00,2018,1,7,15,-9.5,-16.8,24,,100.0,56.0,-18.0
TORONTO INTL A,2018-01-07 16:00:00,2018,1,7,16,-9.0,-16.6,21,,99.89,55.0,-17.0
TORONTO INTL A,2018-01-07 17:00:00,2018,1,7,17,-8.1,-16.0,24,,99.8,53.0,-16.0
TORONTO INTL A,2018-01-07 18:00:00,2018,1,7,18,-7.6,-13.9,25,,99.76,61.0,-16.0
TORONTO INTL A,2018-01-07 19:00:00,2018,1,7,19,-7.1,-11.6,22,,99.65,70.0,-15.0
TORONTO INTL A,2018-01-07 20:00:00,2018,1,7,20,-6.0,-11.5,22,,99.63,66.0,-13.0
TORONTO INTL A,2018-01-07 21:00:00,2018,1,7,21,-4.8,-11.7,18,,99.54,59.0,-11.0
TORONTO INTL A,2018-01-07 22:00:00,2018,1,7,22,-4.0,-9.8,28,,99.5,65.0,-11.0
TORONTO INTL A,2018-01-07 23:00:00,2018,1,7,23,-3.4,-8.5,20,,99.48,68.0,-10.0
TORONTO INTL A,2018-01-08 00:00:00,2018,1,8,0,-2.2,-8.2,23,,99.39,64.0,-8.0
TORONTO INTL A,2018-01-08 01:00:00,2018,1,8,1,-2.3,-6.9,16,,99.36,71.0,-7.0
TORONTO INTL A,2018-01-08 02:00:00,2018,1,8,2,-2.5,-5.3,14,,99.31,81.0,-7.0
TORONTO INTL A,2018-01-08 03:00:00,2018,1,8,3,-2.5,-4.8,26,,99.27,85.0,-9.0
TORONTO INTL A,2018-01-08 04:00:00,2018,1,8,4,-2.5,-4.6,16,,99.19,85.0,-8.0
TORONTO INTL A,2018-01-08 05:00:00,2018,1,8,5,-2.3,-4.3,14,,99.1,86.0,-7.0
TORONTO INTL A,2018-01-08 06:00:00,2018,1,8,6,-2.3,-4.2,13,,99.04,87.0,-7.0
TORONTO INTL A,2018-01-08 07:00:00,2018,1,8,7,-2.4,-4.0,14,,98.94,89.0,-7.0
TORONTO INTL A,2018-01-08 08:00:00,2018,1,8,8,-1.9,-3.3,15,,98.84,90.0,-7.0
TORONTO INTL A,2018-01-08 09:00:00,2018,1,8,9,-1.1,-2.5,21,,98.8,90.0,-7.0
TORONTO INTL A,2018-01-08 10:00:00,2018,1,8,10,0.0,-1.8,20,,98.81,88.0,-5.0
TORONTO INTL A,2018-01-08 11:00:00,2018,1,8,11,1.1,-0.9,24,,98.8,86.0,
TORONTO INTL A,2018-01-08 12:00:00,2018,1,8,12,1.2,-0.9,24,,98.74,86.0,
TORONTO INTL A,2018-01-08 13:00:00,2018,1,8,13,1.9,-0.9,26,,98.74,82.0,
TORONTO INTL A,2018-01-08 14:00:00,2018,1,8,14,1.8,-1.5,29,,98.8,79.0,
TORONTO INTL A,2018-01-08 15:00:00,2018,1,8,15,1.8,-1.3,35,,98.82,80.0,
TORONTO INTL A,2018-01-08 16:00:00,2018,1,8,16,1.8,-1.9,26,,98.84,76.0,
TORONTO INTL A,2018-01-08 17:00:00,2018,1,8,17,1.8,-1.9,23,,98.91,77.0,
TORONTO INTL A,2018-01-08 19:00:00,2018,1,8,19,2.1,-2.3,35,,99.03,72.0,
TORONTO INTL A,2018-01-08 20:00:00,2018,1,8,20,2.0,-2.6,25,,99.05,72.0,
